rank;university;country;score
622;Birmingham City University;United Kingdom;30.2–36.3
623;Boğaziçi University;Turkey;30.2–36.3
624;Université Bourgogne Franche-Comté (UBFC);France;30.2–36.3
625;University of Bradford;United Kingdom;30.2–36.3
626;University of Brighton;United Kingdom;30.2–36.3
627;Bucharest University of Economic Studies;Romania;30.2–36.3
628;Ca’ Foscari University of Venice;Italy;30.2–36.3
629;Cairo University;Egypt;30.2–36.3
630;University of Calabria;Italy;30.2–36.3
631;University of Central Florida;United States;30.2–36.3
632;Chapman University;United States;30.2–36.3
633;Institute of Chemical Technology;India;30.2–36.3
634;China Agricultural University;China;30.2–36.3
635;China University of Petroleum, Beijing;China;30.2–36.3
636;Chongqing University;China;30.2–36.3
637;Chulalongkorn University;Thailand;30.2–36.3
638;Chung-Ang University;South Korea;30.2–36.3
639;Clemson University;United States;30.2–36.3
640;University of Clermont Auvergne;France;30.2–36.3
641;University of Coimbra;Portugal;30.2–36.3
642;COMSATS University Islamabad;Pakistan;30.2–36.3
643;Concordia University;Canada;30.2–36.3
644;Coventry University;United Kingdom;30.2–36.3
645;Creighton University;United States;30.2–36.3
646;Dalian University of Technology;China;30.2–36.3
647;University of Delhi;India;30.2–36.3
648;De Montfort University;United Kingdom;30.2–36.3
649;University of Deusto;Spain;30.2–36.3
650;École des Mines de Saint-Étienne;France;30.2–36.3
651;École normale supérieure Paris-Saclay;France;30.2–36.3
652;Edinburgh Napier University;United Kingdom;30.2–36.3
653;Eötvös Loránd University;Hungary;30.2–36.3
654;European University of Madrid;Spain;30.2–36.3
655;Ewha Womans University;South Korea;30.2–36.3
656;Federal University of Minas Gerais;Brazil;30.2–36.3
657;Universidade Federal do Rio Grande do Sul;Brazil;30.2–36.3
658;Universidade Federal de Santa Catarina;Brazil;30.2–36.3
659;Universidade Federal de São Paulo (UNIFESP);Brazil;30.2–36.3
660;Universidade Federal de Sergipe;Brazil;30.2–36.3
661;Gabriele d‘Annunzio University;Italy;30.2–36.3
662;University of Girona;Spain;30.2–36.3
663;Glasgow Caledonian University;United Kingdom;30.2–36.3
664;University of Granada;Spain;30.2–36.3
665;University of Graz;Austria;30.2–36.3
666;University of Greenwich;United Kingdom;30.2–36.3
667;Guangdong University of Technology;China;30.2–36.3
668;University of Haifa;Israel;30.2–36.3
669;Hamburg University of Technology;Germany;30.2–36.3
670;Huazhong Agricultural University;China;30.2–36.3
671;University of Huddersfield;United Kingdom;30.2–36.3
672;University of Idaho;United States;30.2–36.3
673;Reichman University;Israel;30.2–36.3
674;Indian Institute of Science Education and Research, Pune;India;30.2–36.3
675;Indian Institute of Science Education and Research Kolkata;India;30.2–36.3
676;Indian Institute of Technology Gandhinagar;India;30.2–36.3
677;Indian Institute of Technology Hyderabad;India;30.2–36.3
678;Indraprastha Institute of Information Technology Delhi;India;30.2–36.3
679;Universitat Internacional de Catalunya;Spain;30.2–36.3
680;University of International Business and Economics;China;30.2–36.3
681;University of Ioannina;Greece;30.2–36.3
682;ISCTE-University Institute of Lisbon;Portugal;30.2–36.3
683;Isfahan University of Technology;Iran;30.2–36.3
684;Jamia Millia Islamia;India;30.2–36.3
685;Jaume I University;Spain;30.2–36.3
686;Jawaharlal Nehru University;India;30.2–36.3
687;Jiangsu Normal University;China;30.2–36.3
688;The Jikei University School of Medicine;Japan;30.2–36.3
689;Jinan University (China);China;30.2–36.3
690;University of Johannesburg;South Africa;30.2–36.3
691;Johannes Kepler University of Linz;Austria;30.2–36.3
692;Kafrelsheikh University;Egypt;30.2–36.3
693;University of Kaiserslautern;Germany;30.2–36.3
694;Kansai Medical University;Japan;30.2–36.3
695;Kansas State University;United States;30.2–36.3
696;Kansas State University;Russian Federation;30.2–36.3
697;Universiti Kebangsaan Malaysia;Malaysia;30.2–36.3
698;Keio University;Japan;30.2–36.3
699;King George’s Medical University;India;30.2–36.3
700;Kobe University;Japan;30.2–36.3
701;Konkuk University;South Korea;30.2–36.3
702;University of Kurdistan;Iran;30.2–36.3
703;University of Lagos;Nigeria;30.2–36.3
704;Lakehead University;Canada;30.2–36.3
705;University of La Laguna;Spain;30.2–36.3
706;University of Latvia;Latvia;30.2–36.3
707;Lehigh University;United States;30.2–36.3
708;University of Lille;France;30.2–36.3
709;Lincoln University (New Zealand);New Zealand;30.2–36.3
710;University of Lleida;Spain;30.2–36.3
711;University of Lorraine;France;30.2–36.3
712;Mae Fah Luang University;Thailand;30.2–36.3
713;Mahatma Gandhi University;India;30.2–36.3
714;Mahidol University;Thailand;30.2–36.3
715;University of Malta;Malta;30.2–36.3
716;Manchester Metropolitan University;United Kingdom;30.2–36.3
717;Marche Polytechnic University;Italy;30.2–36.3
718;University of Maryland, Baltimore County;United States;30.2–36.3
719;Masaryk University;Czechia;30.2–36.3
720;Massey University;New Zealand;30.2–36.3
721;Metropolitan Autonomous University;Mexico;30.2–36.3
722;Miguel Hernández University of Elche;Spain;30.2–36.3
723;University of Missouri-St Louis;United States;30.2–36.3
724;University of Mohaghegh Ardabili;Iran;30.2–36.3
725;Montana State University;United States;30.2–36.3
726;Tecnológico de Monterrey;Mexico;30.2–36.3
727;University of Nairobi;Kenya;30.2–36.3
728;Nanjing Agricultural University;China;30.2–36.3
729;Nanjing University of Information Science and Technology;China;30.2–36.3
730;Nanjing Medical University;China;30.2–36.3
731;Nanjing Tech University;China;30.2–36.3
732;Nantes Université;France;30.2–36.3
733;National Institute of Applied Sciences of Lyon (INSA Lyon);France;30.2–36.3
734;National Institute of Applied Sciences of Lyon (INSA Lyon);Russian Federation;30.2–36.3
735;National Taiwan Normal University;Taiwan;30.2–36.3
736;National Technical University of Athens;Greece;30.2–36.3
737;University of Nevada, Las Vegas;United States;30.2–36.3
738;New Mexico State University (Main campus);United States;30.2–36.3
739;Nippon Medical School;Japan;30.2–36.3
740;University of North Carolina at Greensboro;United States;30.2–36.3
741;Norwegian University of Life Sciences;Norway;30.2–36.3
742;Nottingham Trent University;United Kingdom;30.2–36.3
743;Nottingham Trent University;Russian Federation;30.2–36.3
744;Ohio University (Main campus);United States;30.2–36.3
745;The Open University;United Kingdom;30.2–36.3
746;Open University of Catalonia;Spain;30.2–36.3
747;Oxford Brookes University;United Kingdom;30.2–36.3
748;Ozyegin University;Turkey;30.2–36.3
749;Palacký University Olomouc;Czechia;30.2–36.3
750;University of Palermo;Italy;30.2–36.3
751;Panjab University;India;30.2–36.3
752;Panthéon-Sorbonne University – Paris 1;France;30.2–36.3
753;University of Parma;Italy;30.2–36.3
754;Parthenope University of Naples;Italy;30.2–36.3
755;University of Pécs;Hungary;30.2–36.3
756;Universitat Politècnica de Catalunya;Spain;30.2–36.3
757;Pontifical Catholic University of Rio de Janeiro (PUC-Rio);Brazil;30.2–36.3
758;University of Pretoria;South Africa;30.2–36.3
759;Universiti Putra Malaysia;Malaysia;30.2–36.3
760;Université du Québec;Canada;30.2–36.3
761;University of Rennes 1;France;30.2–36.3
762;University of Rhode Island;United States;30.2–36.3
763;University of Rome III;Italy;30.2–36.3
764;Roskilde University;Denmark;30.2–36.3
765;Rovira i Virgili University;Spain;30.2–36.3
766;Toronto Metropolitan University;Canada;30.2–36.3
767;Universiti Sains Malaysia;Malaysia;30.2–36.3
768;Universiti Sains Malaysia;Russian Federation;30.2–36.3
769;University of Salento;Italy;30.2–36.3
770;San Diego State University;United States;30.2–36.3
771;Savitribai Phule Pune University;India;30.2–36.3
772;Shahid Beheshti University;Iran;30.2–36.3
773;Shahid Beheshti University of Medical Sciences;Iran;30.2–36.3
774;Shandong University;China;30.2–36.3
775;University of Sharjah;United Arab Emirates;30.2–36.3
776;Shiraz University of Technology;Iran;30.2–36.3
777;Sichuan University;China;30.2–36.3
778;University of Siegen;Germany;30.2–36.3
779;Southern Cross University;Australia;30.2–36.3
780;Southern Medical University;China;30.2–36.3
781;University of the Sunshine Coast;Australia;30.2–36.3
782;University of Tabriz;Iran;30.2–36.3
783;Tabriz University of Medical Sciences;Iran;30.2–36.3
784;Universiti Teknologi Malaysia;Malaysia;30.2–36.3
785;Universiti Teknologi Petronas;Malaysia;30.2–36.3
786;University of Texas at Arlington;United States;30.2–36.3
787;Texas Tech University;United States;30.2–36.3
788;Thapar Institute of Engineering and Technology;India;30.2–36.3
789;University of Thessaly;Greece;30.2–36.3
790;University of Toledo;United States;30.2–36.3
791;TU Braunschweig;Germany;30.2–36.3
792;University of Udine;Italy;30.2–36.3
793;University of Ulsan;South Korea;30.2–36.3
794;Ulster University;United Kingdom;30.2–36.3
795;Universiti Utara Malaysia;Malaysia;30.2–36.3
796;University of the Western Cape;South Africa;30.2–36.3
797;Western Washington University;United States;30.2–36.3
798;University of Windsor;Canada;30.2–36.3
799;University of Wisconsin-Milwaukee;United States;30.2–36.3
800;Worcester Polytechnic Institute;United States;30.2–36.3
801;University of Wuppertal;Germany;30.2–36.3
802;Xi’an Jiaotong-Liverpool University;China;30.2–36.3
803;Yasouj University;Iran;30.2–36.3
804;Yokohama City University;Japan;30.2–36.3
805;University of the Aegean;Greece;25.1–30.1
806;University of Agriculture, Faisalabad;Pakistan;25.1–30.1
807;University of Alcalá;Spain;25.1–30.1
808;University of Algarve;Portugal;25.1–30.1
809;Aligarh Muslim University;India;25.1–30.1
810;American University in Cairo;Egypt;25.1–30.1
811;American University of Sharjah;United Arab Emirates;25.1–30.1
812;Amrita Vishwa Vidyapeetham;India;25.1–30.1
813;University of the Andes, Colombia;Colombia;25.1–30.1
814;Asia University, Taiwan;Taiwan;25.1–30.1
815;Azarbaijan Shahid Madani University;Iran;25.1–30.1
816;University of the Basque Country;Spain;25.1–30.1
817;Baylor University;United States;25.1–30.1
818;University of Bedfordshire;United Kingdom;25.1–30.1
819;Beijing Jiaotong University;China;25.1–30.1
820;Benha University;Egypt;25.1–30.1
821;Beni-Suef University;Egypt;25.1–30.1
822;Bharathiar University;India;25.1–30.1
823;Bowling Green State University;United States;25.1–30.1
824;University of Brasília;Brazil;25.1–30.1
825;Capital Medical University;China;25.1–30.1
826;Cardiff Metropolitan University;United Kingdom;25.1–30.1
827;Carlos III University of Madrid;Spain;25.1–30.1
828;University of Lancashire;United Kingdom;25.1–30.1
829;Central Queensland University;Australia;25.1–30.1
830;University of Cergy-Pontoise;France;25.1–30.1
831;Chang Gung University;Taiwan;25.1–30.1
832;Charles Sturt University;Australia;25.1–30.1
833;Chiba University;Japan;25.1–30.1
834;University of Chile;Chile;25.1–30.1
835;China University of Geosciences, Beijing;China;25.1–30.1
836;China University of Geosciences, Wuhan;China;25.1–30.1
837;China University of Mining and Technology;China;25.1–30.1
838;Chonnam National University;South Korea;25.1–30.1
839;University of Córdoba;Spain;25.1–30.1
840;Covenant University;Nigeria;25.1–30.1
841;University of Debrecen;Hungary;25.1–30.1
842;Delhi Technological University;India;25.1–30.1
843;University of Derby;United Kingdom;25.1–30.1
844;East China University of Science and Technology;China;25.1–30.1
845;Eastern Mediterranean University;Northern Cyprus;25.1–30.1
846;University of East London;United Kingdom;25.1–30.1
847;École Centrale de Lyon;France;25.1–30.1
848;Universidade Estadual Paulista (Unesp);Brazil;25.1–30.1
849;Federal University of Pelotas;Brazil;25.1–30.1
850;Federal University of Rio de Janeiro;Brazil;25.1–30.1
851;Federation University Australia;Australia;25.1–30.1
852;Florida Agricultural and Mechanical University;United States;25.1–30.1
853;Florida Atlantic University;United States;25.1–30.1
854;Florida Institute of Technology;United States;25.1–30.1
855;University of Foggia;Italy;25.1–30.1
856;Fu Jen Catholic University;Taiwan;25.1–30.1
857;Fuzhou University;China;25.1–30.1
858;Government College University Faisalabad;Pakistan;25.1–30.1
859;Guru Jambheshwar University of Science and Technology;India;25.1–30.1
860;University of Hertfordshire;United Kingdom;25.1–30.1
861;Hiroshima University;Japan;25.1–30.1
862;Hyogo College of Medicine;Japan;25.1–30.1
863;Technische Universität Ilmenau;Germany;25.1–30.1
864;Imam Abdulrahman Bin Faisal University;Saudi Arabia;25.1–30.1
865;Indian Institute of Technology Bhubaneswar;India;25.1–30.1
866;Indian Institute of Technology (Indian School of Mines) Dhanbad;India;25.1–30.1
867;Indian Institute of Science Education and Research Bhopal;India;25.1–30.1
868;University of Indonesia;Indonesia;25.1–30.1
869;Inha University;South Korea;25.1–30.1
870;Isfahan University of Medical Sciences;Iran;25.1–30.1
871;Istanbul University;Turkey;25.1–30.1
872;Istanbul Technical University;Turkey;25.1–30.1
873;Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca;Romania;25.1–30.1
874;Jadavpur University;India;25.1–30.1
875;University of Jaén;Spain;25.1–30.1
876;Jamia Hamdard University;India;25.1–30.1
877;Jiangsu University;China;25.1–30.1
878;Jilin University;China;25.1–30.1
879;The University of Jordan;Jordan;25.1–30.1
880;Juntendo University;Japan;25.1–30.1
881;Kaohsiung Medical University;Taiwan;25.1–30.1
882;Karabük University;Turkey;25.1–30.1
883;Karlstad University;Sweden;25.1–30.1
884;Kent State University;United States;25.1–30.1
885;Kerman University of Medical Sciences;Iran;25.1–30.1
886;Kharkiv National University of Radio Electronics;Ukraine;25.1–30.1
887;Kindai University;Japan;25.1–30.1
888;King Mongkut’s University of Technology Thonburi;Thailand;25.1–30.1
889;King Saud bin Abdulaziz University for Health Sciences;Saudi Arabia;25.1–30.1
890;Kingston University;United Kingdom;25.1–30.1
891;K.N. Toosi University of Technology;Iran;25.1–30.1
892;Kurume University;Japan;25.1–30.1
893;Kyoto Prefectural University of Medicine;Japan;25.1–30.1
894;Kyungpook National University (KNU);South Korea;25.1–30.1
895;Lahore University of Management Sciences;Pakistan;25.1–30.1
896;University of Las Palmas de Gran Canaria;Spain;25.1–30.1
897;Lebanese American University;Lebanon;25.1–30.1
898;Leeds Beckett University;United Kingdom;25.1–30.1
899;Montanuniversität Leoben;Austria;25.1–30.1
900;University of Ljubljana;Slovenia;25.1–30.1
901;Louisiana Tech University;United States;25.1–30.1
902;Lumière University, Lyon 2;France;25.1–30.1
903;Marquette University;United States;25.1–30.1
904;Medical University of Warsaw;Poland;25.1–30.1
905;University of Memphis;United States;25.1–30.1
906;Miami University;United States;25.1–30.1
907;Middle East Technical University;Turkey;25.1–30.1
908;University of Minho;Portugal;25.1–30.1
909;Mississippi State University;United States;25.1–30.1
910;Nanjing Normal University;China;25.1–30.1
911;National Autonomous University of Mexico;Mexico;25.1–30.1
912;National Central University;Taiwan;25.1–30.1
913;National Chengchi University;Taiwan;25.1–30.1
914;National Dong Hwa University;Taiwan;25.1–30.1
915;National Institute of Technology Rourkela;India;25.1–30.1
916;National University of Sciences and Technology;Pakistan;25.1–30.1
917;National Sun Yat-Sen University;Taiwan;25.1–30.1
918;National Taipei University of Technology;Taiwan;25.1–30.1
919;National Institute of Technology Silchar;India;25.1–30.1
920;The New School;United States;25.1–30.1
921;University of New Brunswick UNB;Canada;25.1–30.1
922;University of Nicosia;Cyprus;25.1–30.1
923;Niigata University;Japan;25.1–30.1
924;Normandy University;France;25.1–30.1
925;Northeastern University, China;China;25.1–30.1
926;Northeast Normal University;China;25.1–30.1
927;University of Northern British Columbia (UNBC);Canada;25.1–30.1
928;NorthWest A&F University;China;25.1–30.1
929;Ocean University of China;China;25.1–30.1
930;Okayama University;Japan;25.1–30.1
931;Old Dominion University;United States;25.1–30.1
932;Oran 1 University;Algeria;25.1–30.1
933;Osmania University;India;25.1–30.1
934;University of Oviedo;Spain;25.1–30.1
935;Pablo de Olavide University;Spain;25.1–30.1
936;University of Peshawar;Pakistan;25.1–30.1
937;Polytechnic University of Valencia;Spain;25.1–30.1
938;Pontifical Catholic University of Rio Grande do Sul (PUCRS);Brazil;25.1–30.1
939;Portland State University;United States;25.1–30.1
940;University of Puerto Rico;Puerto Rico;25.1–30.1
941;Pusan National University;South Korea;25.1–30.1
942;University of Regina;Canada;25.1–30.1
943;Rikkyo University;Japan;25.1–30.1
944;Rochester Institute of Technology;United States;25.1–30.1
945;University of Roehampton;United Kingdom;25.1–30.1
946;University of Roehampton;Russian Federation;25.1–30.1
947;Université Saint-Joseph de Beyrouth;Lebanon;25.1–30.1
948;University of Salamanca;Spain;25.1–30.1
949;University of Salford;United Kingdom;25.1–30.1
950;University of Santiago de Compostela;Spain;25.1–30.1
951;University of Science and Technology Beijing;China;25.1–30.1
952;University of Seville;Spain;25.1–30.1
953;Shanghai University;China;25.1–30.1
954;Shanghai University of Finance and Economics (SUFE);China;25.1–30.1
955;Shanghai Maritime University;China;25.1–30.1
956;Shantou University;China;25.1–30.1
957;Sheffield Hallam University;United Kingdom;25.1–30.1
958;Shiraz University;Iran;25.1–30.1
959;Sidi Mohamed Ben Abdellah University;Morocco;25.1–30.1
960;Sogang University;South Korea;25.1–30.1
961;Sohag University;Egypt;25.1–30.1
962;University of South Bohemia in České Budějovice;Czechia;25.1–30.1
963;South China Normal University;China;25.1–30.1
964;University of South Dakota;United States;25.1–30.1
965;Southern Illinois University Carbondale;United States;25.1–30.1
966;University of Split;Croatia;25.1–30.1
967;Sri Venkateswara University;India;25.1–30.1
968;Sultan Qaboos University;Oman;25.1–30.1
969;University of Szeged;Hungary;25.1–30.1
970;Tallinn University;Estonia;25.1–30.1
971;Tallinn University of Technology;Estonia;25.1–30.1
972;Technical University of Madrid;Spain;25.1–30.1
973;Technological University Dublin;Ireland;25.1–30.1
974;University of Technology of Compiègne;France;25.1–30.1
975;University of Technology of Troyes;France;25.1–30.1
976;Teesside University;United Kingdom;25.1–30.1
977;Universiti Tenaga Nasional (UNITEN);Malaysia;25.1–30.1
978;University of Texas at El Paso;United States;25.1–30.1
979;Tokyo Medical University;Japan;25.1–30.1
980;Tokyo Metropolitan University;Japan;25.1–30.1
981;Tokyo Metropolitan University;Russian Federation;25.1–30.1
982;University of Tours;France;25.1–30.1
983;Tribhuvan University;Nepal;25.1–30.1
984;Vietnam National University, Hanoi;Vietnam;25.1–30.1
985;University of Vigo;Spain;25.1–30.1
986;Vilnius University;Lithuania;25.1–30.1
987;Vilnius Gediminas Technical University (Vilnius Tech);Lithuania;25.1–30.1
988;VIT University;India;25.1–30.1
989;VIT University;Russian Federation;25.1–30.1
990;University of Warsaw;Poland;25.1–30.1
991;Waseda University;Japan;25.1–30.1
992;Wenzhou University;China;25.1–30.1
993;University of Westminster;United Kingdom;25.1–30.1
994;University of Wolverhampton;United Kingdom;25.1–30.1
995;Wuhan University of Technology;China;25.1–30.1
996;Xidian University;China;25.1–30.1
997;Yangzhou University;China;25.1–30.1
998;Yeungnam University;South Korea;25.1–30.1
999;University of Zaragoza;Spain;25.1–30.1
1000;Zayed University;United Arab Emirates;25.1–30.1
1001;Zhejiang University of Technology;China;25.1–30.1
1002;University of Abou Bekr Belkaïd Tlemcen;Algeria;10.3–25.0
1003;Acharya Nagarjuna University;India;10.3–25.0
1004;Acıbadem University;Turkey;10.3–25.0
1005;University of A Coruña;Spain;10.3–25.0
1006;Adam Mickiewicz University, Poznań;Poland;10.3–25.0
1007;Adolfo Ibáñez University;Chile;10.3–25.0
1008;AGH University of Krakow;Poland;10.3–25.0
1009;Aichi Medical University;Japan;10.3–25.0
1010;Ain Shams University;Egypt;10.3–25.0
1011;Akdeniz University;Turkey;10.3–25.0
1012;Akita University;Japan;10.3–25.0
1013;Aksaray University;Turkey;10.3–25.0
1014;Al-Azhar University;Egypt;10.3–25.0
1015;Alexandria University;Egypt;10.3–25.0
1016;Alexandru Ioan Cuza University;Romania;10.3–25.0
1017;Al-Farabi Kazakh National University;Kazakhstan;10.3–25.0
1018;University of Alicante;Spain;10.3–25.0
1019;University of Almería;Spain;10.3–25.0
1020;Alzahra University;Iran;10.3–25.0
1021;Amity University, Noida;India;10.3–25.0
1022;Anadolu University;Turkey;10.3–25.0
1023;University of the Andes, Chile;Chile;10.3–25.0
1024;University of the Andes, Venezuela;Venezuela;10.3–25.0
1025;Andhra University;India;10.3–25.0
1026;Universidad Andrés Bello (UNAB);Chile;10.3–25.0
1027;Ankara University;Turkey;10.3–25.0
1028;Anna University;India;10.3–25.0
1029;Annamalai University;India;10.3–25.0
1030;University of Antioquia;Colombia;10.3–25.0
1031;Aoyama Gakuin University;Japan;10.3–25.0
1032;Arak University;Iran;10.3–25.0
1033;Ariel University;Israel;10.3–25.0
1034;Assiut University;Egypt;10.3–25.0
1035;Atatürk University;Turkey;10.3–25.0
1036;Atılım University;Turkey;10.3–25.0
1037;Austral University of Chile;Chile;10.3–25.0
1038;Universidad Autónoma del Estado de Hidalgo;Mexico;10.3–25.0
1039;Universidad Autónoma del Estado de Mexico (UAEMex);Mexico;10.3–25.0
1040;Universidad Autónoma de Nuevo León (UANL);Mexico;10.3–25.0
1041;Universidad Autónoma de Querétaro;Mexico;10.3–25.0
1042;Universidad Autónoma de Yucatán;Mexico;10.3–25.0
1043;Autonomous University of Baja California;Mexico;10.3–25.0
1044;Autonomous University of San Luis Potosi;Mexico;10.3–25.0
1045;Babeş-Bolyai University;Romania;10.3–25.0
1046;University of Baghdad;Iraq;10.3–25.0
1047;Bahauddin Zakariya University;Pakistan;10.3–25.0
1048;Bahçeşehir University;Turkey;10.3–25.0
1049;Banasthali University;India;10.3–25.0
1050;Bandung Institute of Technology (ITB);Indonesia;10.3–25.0
1051;Bangladesh University of Engineering and Technology;Bangladesh;10.3–25.0
1052;Bangladesh University of Engineering and Technology;Russian Federation;10.3–25.0
1053;Başkent University;Turkey;10.3–25.0
1054;University of Basrah;Iraq;10.3–25.0
1055;Beijing Forestry University;China;10.3–25.0
1056;Beijing University of Technology;China;10.3–25.0
1057;University of Béjaïa;Algeria;10.3–25.0
1058;University of Béjaïa;Belarus;10.3–25.0
1059;University of Béjaïa;Russian Federation;10.3–25.0
1060;Benemérita Universidad Autónoma de Puebla;Mexico;10.3–25.0
1061;Bezmiâlem Vakif University;Turkey;10.3–25.0
1062;University of Bío-Bío;Chile;10.3–25.0
1063;University of Birjand;Iran;10.3–25.0
1064;Birla Institute of Technology and Science, Pilani;India;10.3–25.0
1065;University of Biskra;Algeria;10.3–25.0
1066;Blida 1 University;Algeria;10.3–25.0
1067;Bolu Abant Izzet Baysal University;Turkey;10.3–25.0
1068;University of Botswana;Botswana;10.3–25.0
1069;University of Brawijaya;Indonesia;10.3–25.0
1070;Brno University of Technology;Czechia;10.3–25.0
1071;Bu-Ali Sina University;Iran;10.3–25.0
1072;University of Bucharest;Romania;10.3–25.0
1073;Budapest University of Technology and Economics;Hungary;10.3–25.0
1074;Burapha University;Thailand;10.3–25.0
1075;University of Burgos;Spain;10.3–25.0
1076;University of Cadiz;Spain;10.3–25.0
1077;University of Calcutta;India;10.3–25.0
1078;California State University, Long Beach;United States;10.3–25.0
1079;Canterbury Christ Church University;United Kingdom;10.3–25.0
1080;Technical University of Cartagena;Spain;10.3–25.0
1081;University of Carthage;Tunisia;10.3–25.0
1082;University of Castilla-La Mancha;Spain;10.3–25.0
1083;The Catholic University of Korea;South Korea;10.3–25.0
1084;Catholic University of the North;Chile;10.3–25.0
1085;Universidad Católica San Antonio de Murcia (UCAM);Spain;10.3–25.0
1086;University of Caxias do Sul;Brazil;10.3–25.0
1087;Ceará State University;Brazil;10.3–25.0
1088;Central University of Finance and Economics;China;10.3–25.0
1089;Chaoyang University of Technology;Taiwan;10.3–25.0
1090;University of Chemistry and Technology, Prague;Czechia;10.3–25.0
1091;University of Chester;United Kingdom;10.3–25.0
1092;Chiang Mai University;Thailand;10.3–25.0
1093;Chiba Institute of Technology;Japan;10.3–25.0
1094;China Pharmaceutical University;China;10.3–25.0
1095;Chubu University;Japan;10.3–25.0
1096;Chungbuk National University;South Korea;10.3–25.0
1097;Chungnam National University;South Korea;10.3–25.0
1098;Chung Yuan Christian University;Taiwan;10.3–25.0
1099;Chuo University;Japan;10.3–25.0
1100;Cochin University of Science and Technology;India;10.3–25.0
1101;University of Colombo;Sri Lanka;10.3–25.0
1102;Comenius University in Bratislava;Slovakia;10.3–25.0
1103;University of Concepción;Chile;10.3–25.0
1104;Corvinus University of Budapest;Hungary;10.3–25.0
1105;Cracow University of Technology;Poland;10.3–25.0
1106;Cukurova University;Turkey;10.3–25.0
1107;Czech University of Life Sciences Prague (CZU);Czechia;10.3–25.0
1108;Czech Technical University in Prague;Czechia;10.3–25.0
1109;De La Salle University;Philippines;10.3–25.0
1110;Del Rosario University;Colombia;10.3–25.0
1111;Democritus University of Thrace;Greece;10.3–25.0
1112;University of Dhaka;Bangladesh;10.3–25.0
1113;Diponegoro University;Indonesia;10.3–25.0
1114;Dokkyo Medical University;Japan;10.3–25.0
1115;Dokuz Eylül University;Turkey;10.3–25.0
1116;Doshisha University;Japan;10.3–25.0
1117;Dunarea de Jos University of Galati;Romania;10.3–25.0
1118;Duzce University;Turkey;10.3–25.0
1119;East Carolina University;United States;10.3–25.0
1120;University of Economics in Prague;Czechia;10.3–25.0
1121;Edge Hill University;United Kingdom;10.3–25.0
1122;Ege University;Turkey;10.3–25.0
1123;Ehime University;Japan;10.3–25.0
1124;The University of Electro-Communications;Japan;10.3–25.0
1125;University of Engineering & Technology (UET) Lahore;Pakistan;10.3–25.0
1126;Erciyes University;Turkey;10.3–25.0
1127;Eskişehir Osmangazi University;Turkey;10.3–25.0
1128;Universidade do Estado do Rio de Janeiro (UERJ);Brazil;10.3–25.0
1129;Universidade do Estado de Santa Catarina;Brazil;10.3–25.0
1130;Universidade Estadual de Maringá;Brazil;10.3–25.0
1131;Universidade Estadual do Oeste do Paraná (Unioeste);Brazil;10.3–25.0
1132;Universidade Estadual do Oeste do Paraná (Unioeste);Russian Federation;10.3–25.0
1133;Fayoum University;Egypt;10.3–25.0
1134;Universidade Federal do ABC (UFABC);Brazil;10.3–25.0
1135;Federal University of Alagoas;Brazil;10.3–25.0
1136;Universidade Federal da Bahia;Brazil;10.3–25.0
1137;Universidade Federal do Ceará (UFC);Brazil;10.3–25.0
1138;Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA);Brazil;10.3–25.0
1139;Federal University of Espírito Santo;Brazil;10.3–25.0
1140;Federal University of Goiás;Brazil;10.3–25.0
1141;Federal University of Itajubá;Brazil;10.3–25.0
1142;Universidade Federal de Juiz de Fora;Brazil;10.3–25.0
1143;Federal University of Lavras;Brazil;10.3–25.0
1144;Universidade Federal do Maranhão (UFMA);Brazil;10.3–25.0
1145;Federal University of Mato Grosso do Sul;Brazil;10.3–25.0
1146;Universidade Federal de Ouro Preto (UFOP);Brazil;10.3–25.0
1147;Federal University of Pará;Brazil;10.3–25.0
1148;Federal University of Paraí­ba (UFPB);Brazil;10.3–25.0
1149;Universidade Federal do Paraná (UFPR);Brazil;10.3–25.0
1150;Universidade Federal de Pernambuco;Brazil;10.3–25.0
1151;Federal University of Piauí;Brazil;10.3–25.0
1152;Federal University of Rio Grande do Norte (UFRN);Brazil;10.3–25.0
1153;Universidade Federal Rural do Semi-Arido;Brazil;10.3–25.0
1154;Federal University of Santa Maria;Brazil;10.3–25.0
1155;Federal University of São Carlos;Brazil;10.3–25.0
1156;Federal University of Uberlândia;Brazil;10.3–25.0
1157;Federal University of Viçosa;Brazil;10.3–25.0
1158;Federico Santa María Technical University;Chile;10.3–25.0
1159;Feng Chia University;Taiwan;10.3–25.0
1160;Ferdowsi University of Mashhad;Iran;10.3–25.0
1161;Fluminense Federal University;Brazil;10.3–25.0
1162;University of Fortaleza (UNIFOR);Brazil;10.3–25.0
1163;Université Frères Mentouri Constantine 1;Algeria;10.3–25.0
1164;University of La Frontera;Chile;10.3–25.0
1165;University of Fukui;Japan;10.3–25.0
1166;Universitas Gadjah Mada;Indonesia;10.3–25.0
1167;Gazi University;Turkey;10.3–25.0
1168;Gaziantep University;Turkey;10.3–25.0
1169;University of Gdańsk;Poland;10.3–25.0
1170;Gdańsk University of Technology;Poland;10.3–25.0
1171;Gebze Technical University;Turkey;10.3–25.0
